"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"SL","2012-10-02","83.1","null","null","Jason Castro",488771,458690,"home_run","hit_into_play_score",,,,,"4","Jason Castro homers (6) on a fly ball to right center field.","R","L","R","CHC","HOU","X","null","fly_ball",1,2,2012,"0.18590833333333333333","0.09250000000000000000","-0.7400","2.5670","null","null","null",2,2,"Top","199.80","58.23",,,"null",,"null",,,,,,,"3.6700","1.7500","null","null","null","null","null","null",320142,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",9,"4"
"SI","2012-10-02","90.8","null","null","Alcides Escobar",444876,450729,"home_run","hit_into_play_score",,,,,"7","Alcides Escobar homers (5) on a fly ball to left field.","R","R","R","KC","DET","X","null","fly_ball",2,2,2012,"-1.06380833333333333333","1.26066666666666666667","-0.8200","1.7740","null","null","null",1,1,"Bot","44.18","56.22",,,"null",,"null",,,,,,,"3.3700","1.5800","null","null","null","null","null","null",320141,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"5"
"FC","2012-10-02","84.3","null","null","Buster Posey",457763,425626,"home_run","hit_into_play_score",,,,,"1","Buster Posey homers (24) on a fly ball to left center field.","R","R","L","LAD","SF","X","null","fly_ball",1,0,2012,"0.19008333333333333333","1.13166666666666666667","-0.3720","2.9490","null","null","null",0,2,"Top","80.32","35.14",,,"null",,"null",,,,,,,"3.4900","1.6400","null","null","null","null","null","null",320147,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"2"
"SI","2012-10-01","93.1","null","null","Dayan Viciedo",493364,453186,"home_run","hit_into_play_score",,,,,"4","Dayan Viciedo hits a grand slam (23) to left field.   Jordan Danks scores.    Ray Olmedo scores.    A.   Pierzynski scores.","R","R","L","CLE","CWS","X","null","fly_ball",0,1,2012,"1.5024250000000000","1.08006666666666666667","-0.5590","2.2540","458668.00","408232.00","150229.00",1,9,"Top","46.18","55.22",,,"null",,"null",,,,,,,"3.3200","1.5300","null","null","null","null","null","null",320123,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",69,"2"
"FF","2012-10-01","95.5","null","null","Yan Gomes",543228,450282,"home_run","hit_into_play_score",,,,,"7","Yan Gomes homers (4) on a fly ball to left center field.","R","R","L","TOR","MIN","X","null","fly_ball",1,0,2012,"0.70639166666666666667","1.5731333333333333","-0.5720","1.9170","null","null","null",2,9,"Bot","77.31","28.11",,,"null",,"null",,,,,,,"3.5200","1.5900","null","null","null","null","null","null",320128,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",79,"2"
"FC","2012-10-01","90.6","null","null","Chris Davis",448801,150035,"home_run","hit_into_play_score",,,,,"6","Chris Davis homers (32) on a fly ball to right field.    J.   Hardy scores.","R","L","R","TB","BAL","X","null","fly_ball",0,0,2012,"0.11215000000000000000","0.87080000000000000000","0.4750","2.7310","null","429666.00","null",0,9,"Top","200.80","58.23",,,"null",,"null",,,,,,,"3.7200","1.8200","null","null","null","null","null","null",320121,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",64,"1"
"FC","2012-10-01","91.7","null","null","Paul Goldschmidt",502671,429783,"home_run","hit_into_play_score",,,,,"6","Paul Goldschmidt homers (20) on a fly ball to right center field.","R","R","R","ARI","COL","X","null","fly_ball",0,0,2012,"-0.19540833333333333333","2.0705000000000000","0.8140","2.5310","null","null","null",1,9,"Bot","172.69","30.12",,,"null",,"null",,,,,,,"3.4000","1.5800","null","null","null","null","null","null",320125,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",64,"1"
"SL","2012-10-01","81.7","null","null","Giancarlo Stanton",519317,407924,"home_run","hit_into_play_score",,,,,"8","Giancarlo Stanton homers (37) on a line drive to left center field.","R","R","R","MIA","NYM","X","null","line_drive",0,0,2012,"0.17616666666666666667","0.27883333333333333333","0.1640","2.1010","null","null","null",0,6,"Bot","67.27","39.16",,,"null",,"null",,,,,,,"3.4700","1.6100","null","null","null","null","null","null",320129,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",51,"1"
"FT","2012-10-01","94.2","null","null","Mike Napoli",435063,519105,"home_run","hit_into_play_score",,,,,"1","Mike Napoli homers (24) on a fly ball to left center field.","R","R","R","OAK","TEX","X","null","fly_ball",2,2,2012,"-1.08050833333333333333","1.23773333333333333333","-0.3280","2.8170","null","null","null",0,7,"Top","74.30","40.16",,,"null",,"null",,,,,,,"3.2800","1.4600","null","null","null","null","null","null",320133,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"5"
"SL","2012-10-01","86.9","null","null","Jonathan Lucroy",518960,453385,"home_run","hit_into_play_score",,,,,"7","Jonathan Lucroy homers (12) on a fly ball to left center field.","R","R","L","MIL","SD","X","null","fly_ball",1,1,2012,"0.49346666666666666667","1.20190000000000000000","-0.3530","1.7050","null","null","null",0,6,"Bot","85.34","22.09",,,"null",,"null",,,,,,,"3.4200","1.5200","null","null","null","null","null","null",320131,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",51,"3"
"FF","2012-10-01","91.0","null","null","Alex Gordon",460086,519144,"home_run","hit_into_play_score",,,,,"6","Alex Gordon homers (14) on a fly ball to right field.","R","L","R","KC","DET","X","null","fly_ball",3,2,2012,"-1.2419416666666667","1.01556666666666666667","0.5570","2.5790","null","null","null",0,6,"Bot","220.88","65.26",,,"null",,"null",,,,,,,"3.5100","1.6300","null","null","null","null","null","null",320126,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",49,"8"
"FF","2012-10-01","90.5","null","null","Wilin Rosario",501647,489119,"home_run","hit_into_play_score",,,,,"12","Wilin Rosario homers (28) on a fly ball to left center field.","R","R","L","ARI","COL","X","null","fly_ball",0,0,2012,"0.71335000000000000000","1.8813000000000000","0.9140","3.1330","null","null","null",1,7,"Top","69.28","40.16",,,"null",,"null",,,,,,,"3.3700","1.5900","null","null","null","null","null","null",320125,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"1"
"FT","2012-10-01","91.6","null","null","Matt Wieters",446308,502171,"home_run","hit_into_play_score",,,,,"4","Matt Wieters homers (23) on a fly ball to left field.","R","L","R","TB","BAL","X","null","fly_ball",0,1,2012,"-1.2447250000000000","1.15746666666666666667","-0.4630","2.6450","null","null","null",1,7,"Top","27.11","102.41",,,"null",,"null",,,,,,,"3.7500","1.8000","null","null","null","null","null","null",320121,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",44,"2"
"FT","2012-10-01","93.6","null","null","Rickie Weeks Jr.",430001,453385,"home_run","hit_into_play_score",,,,,"5","Rickie Weeks homers (21) on a fly ball to center field.   Norichika Aoki scores.","R","R","L","MIL","SD","X","null","fly_ball",3,2,2012,"1.5288666666666667","1.25350000000000000000","-0.0350","2.6740","493114.00","null","null",1,5,"Bot","107.43","18.07",,,"null",,"null",,,,,,,"3.5500","1.5900","null","null","null","null","null","null",320131,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"6"
"SL","2012-10-01","81.2","null","null","Starling Marte",516782,430904,"home_run","hit_into_play_score",,,,,"3","Starling Marte homers (5) on a fly ball to center field.","R","R","L","PIT","ATL","X","null","fly_ball",2,1,2012,"-0.37354166666666666667","0.67300000000000000000","0.5750","3.4780","null","null","null",0,5,"Bot","109.44","23.09",,,"null",,"null",,,,,,,"3.5000","1.5500","null","null","null","null","null","null",320120,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"4"
"SI","2012-10-01","86.8","null","null","Miguel Cabrera",408234,136600,"home_run","hit_into_play_score",,,,,"12","Miguel Cabrera homers (44) on a fly ball to right field.","R","R","L","KC","DET","X","null","fly_ball",0,1,2012,"1.2686250000000000","1.19903333333333333333","0.9560","2.8250","null","null","null",1,6,"Top","210.84","55.22",,,"null",,"null",,,,,,,"3.6200","1.8000","null","null","null","null","null","null",320126,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",41,"2"
"FF","2012-10-01","91.8","null","null","Gerardo Parra",467827,519141,"home_run","hit_into_play_score",,,,,"2","Gerardo Parra homers (7) on a fly ball to left center field.","R","L","L","ARI","COL","X","null","fly_ball",2,1,2012,"0.43919166666666666667","1.8397333333333333","-0.2300","2.6380","null","null","null",0,5,"Bot","79.32","32.13",,,"null",,"null",,,,,,,"3.1400","1.4500","null","null","null","null","null","null",320125,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"4"
"SI","2012-10-01","92.5","null","null","Daniel Nava",537953,282332,"home_run","hit_into_play_score",,,,,"8","Daniel Nava homers (6) on a fly ball to right center field.","R","R","L","NYY","BOS","X","null","fly_ball",1,0,2012,"0.9861166666666667","1.6089666666666667","-0.0520","2.0640","null","null","null",0,4,"Top","183.73","36.14",,,"null",,"null",,,,,,,"3.3800","1.5600","null","null","null","null","null","null",320122,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"2"
"CH","2012-10-01","85.7","null","null","Carlos Gomez",460576,453385,"home_run","hit_into_play_score",,,,,"12","Carlos Gomez homers (19) on a fly ball to right center field.","R","R","L","MIL","SD","X","null","fly_ball",2,2,2012,"1.1364166666666667","0.41786666666666666667","0.8380","3.1250","null","null","null",2,4,"Bot","191.77","45.18",,,"null",,"null",,,,,,,"3.4500","1.5700","null","null","null","null","null","null",320131,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",34,"6"
"FF","2012-10-01","91.2","null","null","Michael Young",276545,519105,"home_run","hit_into_play_score",,,,,"2","Michael Young homers (8) on a fly ball to right center field.","R","R","R","OAK","TEX","X","null","fly_ball",2,0,2012,"-0.87315000000000000000","2.0260666666666667","0.0230","2.9900","null","null","null",1,4,"Top","174.70","40.16",,,"null",,"null",,,,,,,"3.4300","1.6600","null","null","null","null","null","null",320133,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",29,"3"
"FF","2012-10-01","86.9","null","null","Jhonny Peralta",425509,136600,"home_run","hit_into_play_score",,,,,"9","Jhonny Peralta homers (13) on a fly ball to left field.","R","R","L","KC","DET","X","null","fly_ball",0,0,2012,"0.86086666666666666667","1.8798666666666667","0.3470","2.1730","null","null","null",1,5,"Top","24.10","63.25",,,"null",,"null",,,,,,,"3.6300","1.7100","null","null","null","null","null","null",320126,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",29,"1"
"CH","2012-10-01","87.3","null","null","Andre Ethier",444843,430912,"home_run","hit_into_play_score",,,,,"4","Andre Ethier homers (20) on a fly ball to center field.   Mark Ellis scores.","R","L","R","LAD","SF","X","null","fly_ball",0,0,2012,"-1.19601666666666666667","0.62713333333333333333","-0.5240","2.6370","null","null","407885.00",0,4,"Bot","167.67","22.09",,,"null",,"null",,,,,,,"3.7200","1.6800","null","null","null","null","null","null",320132,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",25,"1"
"CH","2012-10-01","87.6","null","null","Mark Teixeira",407893,469686,"home_run","hit_into_play_score",,,,,"4","Mark Teixeira homers (24) on a fly ball to right field.    Robinson Cano scores.","R","L","R","NYY","BOS","X","null","fly_ball",3,2,2012,"-1.3699750000000000","1.23916666666666666667","-0.6920","2.7470","null","429664.00","null",2,2,"Bot","212.85","53.21",,,"null",,"null",,,,,,,"3.5200","1.6500","null","null","null","null","null","null",320122,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",21,"6"
"FF","2012-10-01","93.2","null","null","Ben Zobrist",450314,612672,"home_run","hit_into_play_score",,,,,"5","Ben Zobrist homers (20) on a fly ball to left field.","R","R","L","TB","BAL","X","null","fly_ball",3,1,2012,"0.9791583333333333","2.3844000000000000","-0.2540","2.7840","null","null","null",0,4,"Bot","34.14","47.19",,,"null",,"null",,,,,,,"3.6100","1.7000","null","null","null","null","null","null",320121,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",25,"5"
"CU","2012-10-01","72.6","null","null","Jaime Garcia",448802,276520,"home_run","hit_into_play_score",,,,,"5","Jaime Garcia homers (1) on a fly ball to right field.","R","L","R","STL","CIN","X","null","fly_ball",1,0,2012,"0.41970833333333333333","0.35336666666666666667","-0.1080","2.2040","null","null","null",0,3,"Bot","227.91","95.38",,,"null",,"null",,,,,,,"3.1800","1.4900","null","null","null","null","null","null",320124,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",21,"2"
"FF","2012-10-01","92.9","null","null","Russell Martin",431145,453329,"home_run","hit_into_play_score",,,,,"5","Play reviewed and stands as called: Russell Martin homers (21) on a fly ball to right center field.","R","R","R","NYY","BOS","X","null","fly_ball",0,1,2012,"-1.06937500000000000000","1.9630000000000000","-0.0830","2.5930","null","null","null",1,2,"Bot","183.73","42.17",,,"null",,"null",,,,,,,"3.2200","1.4800","null","null","null","null","null","null",320122,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",15,"2"
"FF","2012-10-01","85.2","null","null","Clayton Richard",453385,451788,"home_run","hit_into_play_score",,,,,"7","Clayton Richard homers (1) on a fly ball to right center field.","R","L","R","MIL","SD","X","null","fly_ball",0,0,2012,"-0.29004166666666666667","1.5745666666666667","-0.2980","2.1620","null","null","null",1,3,"Top","201.81","38.15",,,"null",,"null",,,,,,,"3.4800","1.6900","null","null","null","null","null","null",320131,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",17,"1"
"FT","2012-10-01","93.3","null","null","Curtis Granderson",434158,453329,"home_run","hit_into_play_score",,,,,"6","Curtis Granderson homers (41) on a fly ball to right field.    Nick Swisher scores.","R","L","R","NYY","BOS","X","null","fly_ball",1,2,2012,"-1.3518833333333333","1.7695000000000000","0.4920","2.3110","null","null","430897.00",1,2,"Bot","232.93","76.31",,,"null",,"null",,,,,,,"3.1600","1.5600","null","null","null","null","null","null",320122,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",14,"4"
"FF","2012-10-01","91.8","null","null","Robinson Cano",429664,453329,"home_run","hit_into_play_score",,,,,"4","Robinson Cano homers (31) on a fly ball to center field.","R","L","R","NYY","BOS","X","null","fly_ball",0,0,2012,"-0.97195833333333333333","1.6706000000000000","-0.3670","2.9350","null","null","null",0,2,"Bot","157.63","18.07",,,"null",,"null",,,,,,,"3.5400","1.6600","null","null","null","null","null","null",320122,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",11,"1"
