"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FF","2012-07-03","91.1","null","null","Dewayne Wise",276547,448306,"home_run","hit_into_play_score",,,,,"5","Dewayne Wise homers (3) on a fly ball to right field.","R","L","R","TB","NYY","X","null","fly_ball",0,0,2012,"-0.77155833333333333333","1.9916666666666667","-0.0200","2.2070","null","null","null",0,3,"Top","222.89","80.32",,,"null",,"null",,,,,,,"3.3000","1.5900","null","null","null","null","null","null",318939,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",16,"1"
"CH","2012-07-03","83.5","null","null","Tyler Colvin",502125,523260,"home_run","hit_into_play_score",,,,,"13","Tyler Colvin homers (10) on a fly ball to right field.    Jonathan Herrera scores.    Jeff Francis scores.","R","L","R","STL","COL","X","null","fly_ball",0,2,2012,"-1.7415500000000000","0.29746666666666666667","-1.0510","2.5330","null","468406.00","433585.00",1,3,"Top","196.79","50.20",,,"null",,"null",,,,,,,"3.5000","1.6600","null","null","null","null","null","null",318934,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",18,"4"
"CH","2012-07-03","84.3","null","null","Jarrod Saltalamacchia",457454,112526,"home_run","hit_into_play_score",,,,,"9","Jarrod Saltalamacchia homers (16) on a fly ball to right field.","R","L","R","OAK","BOS","X","null","fly_ball",2,1,2012,"-1.10277500000000000000","1.07003333333333333333","0.6200","2.0380","null","null","null",2,2,"Top","220.88","63.25",,,"null",,"null",,,,,,,"3.4500","1.6300","null","null","null","null","null","null",318931,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",12,"4"
"FF","2012-07-03","94.3","null","null","Alex Rios",425567,400061,"home_run","hit_into_play_score",,,,,"5","Alex Rios homers (11) on a fly ball to left center field.","R","R","R","CWS","TEX","X","null","fly_ball",1,1,2012,"-0.93995000000000000000","0.32756666666666666667","-0.1900","2.3000","null","null","null",1,1,"Bot","80.32","17.07",,,"null",,"null",,,,,,,"3.3900","1.6100","null","null","null","null","null","null",318943,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",9,"3"
"FF","2012-07-03","92.1","null","null","Yonder Alonso",475174,545333,"home_run","hit_into_play_score",,,,,"6","Yonder Alonso homers (3) on a fly ball to right field.    Yasmani Grandal scores.","R","L","R","ARI","SD","X","null","fly_ball",0,0,2012,"-0.55585000000000000000","1.9673000000000000","0.5280","2.3750","null","null","518735.00",1,2,"Top","209.84","55.22",,,"null",,"null",,,,,,,"3.3400","1.5800","null","null","null","null","null","null",318941,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",9,"1"
"FC","2012-07-03","85.8","null","null","Carlos Ruiz",434563,477003,"home_run","hit_into_play_score",,,,,"7","Carlos Ruiz homers (12) on a fly ball to left center field.","R","R","L","NYM","PHI","X","null","fly_ball",0,0,2012,"0.12606666666666666667","0.96110000000000000000","-0.6990","1.9720","null","null","null",0,2,"Top","68.27","46.18",,,"null",,"null",,,,,,,"3.2200","1.5000","null","null","null","null","null","null",318940,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"1"
"FF","2012-07-03","94.6","null","null","Adam Dunn",276055,400061,"home_run","hit_into_play_score",,,,,"8","Adam Dunn homers (25) on a line drive to right center field.","R","L","R","CWS","TEX","X","null","line_drive",3,2,2012,"-1.03875833333333333333","0.71170000000000000000","-0.1300","2.2600","null","null","null",0,1,"Bot","186.75","39.16",,,"null",,"null",,,,,,,"3.6000","1.7600","null","null","null","null","null","null",318943,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"6"
"SI","2012-07-03","92.1","null","null","Kevin Youkilis",425903,400061,"home_run","hit_into_play_score",,,,,"4","Kevin Youkilis homers (5) on a line drive to left field.   Alejandro De Aza scores.","R","R","R","CWS","TEX","X","null","line_drive",0,1,2012,"-1.08190000000000000000","0.34620000000000000000","-0.7500","2.7100","null","null","457477.00",0,1,"Bot","34.14","83.33",,,"null",,"null",,,,,,,"3.5000","1.6400","null","null","null","null","null","null",318943,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"2"
"FF","2012-07-03","85.5","null","null","Matt Holliday",407812,433585,"home_run","hit_into_play_score",,,,,"4","Matt Holliday homers (14) on a line drive to left field.   Jon Jay scores.","R","R","L","STL","COL","X","null","line_drive",0,1,2012,"0.46841666666666666667","1.4556000000000000","-0.4360","2.5410","null","null","445055.00",1,1,"Bot","40.16","68.27",,,"null",,"null",,,,,,,"3.8100","1.9300","null","null","null","null","null","null",318934,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",6,"2"
"FF","2012-07-03","92.7","null","null","Coco Crisp",424825,452657,"home_run","hit_into_play_score",,,,,"4","Coco Crisp homers (3) on a fly ball to left field.","R","R","L","OAK","BOS","X","null","fly_ball",2,0,2012,"0.90122500000000000000","1.24920000000000000000","-0.7970","2.6830","null","null","null",0,1,"Bot","20.08","79.32",,,"null",,"null",,,,,,,"3.3700","1.5400","null","null","null","null","null","null",318931,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",4,"3"
"CH","2012-07-03","76.6","null","null","Logan Morrison",489149,462136,"home_run","hit_into_play_score",,,,,"8","Logan Morrison homers (9) on a fly ball to right center field.    Donovan Solano scores.","R","L","R","MIL","MIA","X","null","fly_ball",2,2,2012,"-1.2447250000000000","1.21623333333333333333","-0.1900","1.9650","null","456781.00","null",2,1,"Top","200.80","42.17",,,"null",,"null",,,,,,,"3.3900","1.5600","null","null","null","null","null","null",318935,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",4,"5"
"FF","2012-07-02","96.8","null","null","Wilin Rosario",501647,521055,"home_run","hit_into_play_score",,,,,"8","Wilin Rosario homers (14) on a fly ball to left field.","R","R","R","STL","COL","X","null","fly_ball",2,1,2012,"-1.3324000000000000","1.4943000000000000","-0.0690","2.0110","null","null","null",0,9,"Top","60.24","45.18",,,"null",,"null",,,,,,,"3.3900","1.6100","null","null","null","null","null","null",318922,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",77,"4"
"FF","2012-07-02","89.7","null","null","Allen Craig",501800,519186,"home_run","hit_into_play_score",,,,,"3","Allen Craig homers (13) on a fly ball to center field.","R","R","L","STL","COL","X","null","fly_ball",2,1,2012,"0.32925000000000000000","1.6763333333333333","0.3590","2.8080","null","null","null",2,8,"Bot","140.56","24.10",,,"null",,"null",,,,,,,"3.3500","1.5000","null","null","null","null","null","null",318922,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",75,"4"
"SI","2012-07-02","91.1","null","null","Dustin Ackley",554429,461856,"home_run","hit_into_play_score",,,,,"6","Dustin Ackley homers (5) on a fly ball to right field.","R","L","L","SEA","BAL","X","null","fly_ball",0,0,2012,"1.0849250000000000","0.61853333333333333333","0.6500","2.7020","null","null","null",1,8,"Bot","199.80","31.12",,,"null",,"null",,,,,,,"3.5100","1.6100","null","null","null","null","null","null",318918,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",63,"1"
"SL","2012-07-02","85.3","null","null","Miguel Olivo",400018,461856,"home_run","hit_into_play_score",,,,,"4","Miguel Olivo homers (7) on a fly ball to left field.","R","R","L","SEA","BAL","X","null","fly_ball",0,2,2012,"0.07179166666666666667","-0.12536666666666666667","-0.6060","2.1950","null","null","null",1,8,"Bot","33.13","43.17",,,"null",,"null",,,,,,,"3.1000","1.3900","null","null","null","null","null","null",318918,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"3"
"SI","2012-07-02","90.7","null","null","Mike Moustakas",519058,456102,"home_run","hit_into_play_score",,,,,"4","Mike Moustakas hits a grand slam (14) to center field.   Eric Hosmer scores.    Billy Butler scores.    Yuniesky Betancourt scores.","R","L","R","TOR","KC","X","null","line_drive",0,0,2012,"-1.3449250000000000","0.38203333333333333333","-0.7470","2.6150","543333.00","456714.00","435358.00",0,7,"Top","134.54","13.05",,,"null",,"null",,,,,,,"3.4000","1.6100","null","null","null","null","null","null",318925,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",57,"1"
"FF","2012-07-02","92.1","null","null","Scott Moore",445599,457428,"home_run","hit_into_play_score",,,,,"2","Scott Moore homers (1) on a fly ball to right field.","R","L","R","PIT","HOU","X","null","fly_ball",2,0,2012,"-0.61708333333333333333","1.3610000000000000","-0.2470","3.1950","null","null","null",1,6,"Top","202.81","41.16",,,"null",,"null",,,,,,,"3.6300","1.7400","null","null","null","null","null","null",318924,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",51,"3"
"FT","2012-07-02","90.1","null","null","Chris Young",455759,453385,"home_run","hit_into_play_score",,,,,"5","Chris Young homers (8) on a fly ball to center field.","R","R","L","ARI","SD","X","null","fly_ball",3,1,2012,"1.5024250000000000","0.86793333333333333333","-0.2060","2.3820","null","null","null",0,7,"Bot","124.50","19.08",,,"null",,"null",,,,,,,"3.5300","1.6000","null","null","null","null","null","null",318928,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",59,"5"
"SL","2012-07-02","82.8","null","null","Yasmani Grandal",518735,489448,"home_run","hit_into_play_score",,,,,"13","Yasmani Grandal homers (3) on a fly ball to left field.","R","R","L","ARI","SD","X","null","fly_ball",2,2,2012,"0.17755833333333333333","0.04090000000000000000","-1.0730","1.3490","null","null","null",1,7,"Top","24.10","71.29",,,"null",,"null",,,,,,,"3.3800","1.5700","null","null","null","null","null","null",318928,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",55,"6"
"FF","2012-07-02","94.6","null","null","Allen Craig",501800,543022,"home_run","hit_into_play_score",,,,,"5","Allen Craig homers (12) on a fly ball to center field.   Carlos Beltran scores.","R","R","R","STL","COL","X","null","fly_ball",3,1,2012,"-1.05267500000000000000","1.6562666666666667","0.0920","2.1160","null","null","136860.00",1,5,"Bot","121.49","13.05",,,"null",,"null",,,,,,,"3.3500","1.5000","null","null","null","null","null","null",318922,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"5"
"SL","2012-07-02","84.6","null","null","Carlos Pena",150289,150119,"home_run","hit_into_play_score",,,,,"4","Carlos Pena homers (12) on a fly ball to right field.","R","L","R","TB","NYY","X","null","fly_ball",2,1,2012,"0.44754166666666666667","0.79340000000000000000","-0.5930","2.1140","null","null","null",1,6,"Bot","203.82","55.22",,,"null",,"null",,,,,,,"3.3600","1.4400","null","null","null","null","null","null",318927,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",46,"4"
"FF","2012-07-02","91.1","null","null","Colby Rasmus",458675,501870,"home_run","hit_into_play_score",,,,,"8","Colby Rasmus homers (16) on a fly ball to right field.","R","L","L","TOR","KC","X","null","fly_ball",3,1,2012,"0.80520000000000000000","1.21623333333333333333","0.0070","1.8320","null","null","null",2,5,"Bot","220.88","64.26",,,"null",,"null",,,,,,,"3.5800","1.6400","null","null","null","null","null","null",318925,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"5"
"FS","2012-07-02","83.8","null","null","Carlos Gomez",460576,407296,"home_run","hit_into_play_score",,,,,"8","Carlos Gomez homers (5) on a line drive to left field.","R","R","R","MIL","MIA","X","null","line_drive",0,0,2012,"-1.18349166666666666667","-0.05513333333333333333","-0.1380","2.0120","null","null","null",1,5,"Bot","53.21","50.20",,,"null",,"null",,,,,,,"3.3800","1.5400","null","null","null","null","null","null",318923,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",42,"1"
"CU","2012-07-02","79.2","null","null","Howie Kendrick",435062,434622,"home_run","hit_into_play_score",,,,,"5","Howard Kendrick homers (5) on a fly ball to left center field.","R","R","R","CLE","LAA","X","null","fly_ball",3,2,2012,"1.4077916666666667","0.06096666666666666667","-0.0790","2.7030","null","null","null",1,7,"Top","61.24","31.12",,,"null",,"null",,,,,,,"3.3600","1.4900","null","null","null","null","null","null",318917,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",45,"6"
"SI","2012-07-02","89.8","null","null","Cameron Maybin",457727,502239,"home_run","hit_into_play_score",,,,,"5","Cameron Maybin homers (4) on a fly ball to left center field.","R","R","R","ARI","SD","X","null","fly_ball",3,1,2012,"-1.3129166666666667","0.37630000000000000000","0.0130","2.3510","null","null","null",1,6,"Top","65.26","25.10",,,"null",,"null",,,,,,,"3.5600","1.6700","null","null","null","null","null","null",318928,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",43,"5"
"CU","2012-07-02","81.4","null","null","Neil Walker",435522,543475,"home_run","hit_into_play_score",,,,,"9","Neil Walker homers (5) on a fly ball to right field.","R","L","R","PIT","HOU","X","null","fly_ball",2,2,2012,"0.34455833333333333333","-1.0269333333333333","0.4510","1.8870","null","null","null",0,4,"Bot","229.92","91.37",,,"null",,"null",,,,,,,"3.5900","1.7000","null","null","null","null","null","null",318924,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",33,"7"
"FT","2012-07-02","92.9","null","null","Garrett Jones",434540,543475,"home_run","hit_into_play_score",,,,,"6","Garrett Jones homers (11) on a fly ball to right field.    Andrew McCutchen scores.","R","L","R","PIT","HOU","X","null","fly_ball",0,0,2012,"-1.07355000000000000000","1.12450000000000000000","0.3010","2.9920","null","null","457705.00",0,4,"Bot","220.88","76.31",,,"null",,"null",,,,,,,"3.7400","1.6800","null","null","null","null","null","null",318924,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",32,"1"
"CH","2012-07-02","80.9","null","null","Tyler Colvin",502125,346798,"home_run","hit_into_play_score",,,,,"11","Tyler Colvin homers (9) on a fly ball to right field.    Michael Cuddyer scores.","R","L","R","STL","COL","X","null","fly_ball",1,1,2012,"-1.2864750000000000","0.81490000000000000000","-0.9370","2.6760","null","null","150212.00",1,4,"Top","210.84","49.20",,,"null",,"null",,,,,,,"3.5000","1.6600","null","null","null","null","null","null",318922,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",29,"3"
"SL","2012-07-02","78.7","null","null","Melvin Upton Jr.",425834,150119,"home_run","hit_into_play_score",,,,,"6","B.  J.   Upton homers (6) on a fly ball to left field.","R","R","R","TB","NYY","X","null","fly_ball",0,0,2012,"1.1169333333333333","0.12403333333333333333","0.5680","2.2960","null","null","null",1,4,"Bot","54.22","60.24",,,"null",,"null",,,,,,,"3.5800","1.6100","null","null","null","null","null","null",318927,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",30,"1"
"FT","2012-07-02","93.7","null","null","Justin Ruggiano",448605,425844,"home_run","hit_into_play_score",,,,,"1","Justin Ruggiano homers (3) on a fly ball to left field.   Logan Morrison scores.","R","R","R","MIL","MIA","X","null","fly_ball",3,2,2012,"-1.2489000000000000","1.01700000000000000000","-0.3290","3.1320","null","489149.00","null",1,3,"Top","30.12","64.26",,,"null",,"null",,,,,,,"3.5100","1.6300","null","null","null","null","null","null",318923,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",26,"6"
"SL","2012-07-02","85.1","null","null","Chris Davis",448801,547874,"home_run","hit_into_play_score",,,,,"8","Chris Davis homers (14) on a fly ball to right field.    Jim Thome scores.    Matt Wieters scores.","R","L","R","SEA","BAL","X","null","fly_ball",1,0,2012,"0.45450000000000000000","-0.24863333333333333333","0.0160","1.9800","null","123272.00","446308.00",2,4,"Top","205.82","26.10",,,"null",,"null",,,,,,,"3.7000","1.7100","null","null","null","null","null","null",318918,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",27,"2"
"CH","2012-07-02","85.3","null","null","Jose Bautista",430832,501870,"home_run","hit_into_play_score",,,,,"6","Jose Bautista homers (27) on a fly ball to center field.","R","R","L","TOR","KC","X","null","fly_ball",1,2,2012,"1.1712083333333333","0.40210000000000000000","0.4280","2.3280","null","null","null",2,3,"Bot","111.45","25.10",,,"null",,"null",,,,,,,"3.4400","1.6400","null","null","null","null","null","null",318925,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",28,"4"
"SL","2012-07-02","81.5","null","null","Matt Holliday",407812,489189,"home_run","hit_into_play_score",,,,,"7","Matt Holliday homers (13) on a fly ball to left field.","R","R","L","STL","COL","X","null","fly_ball",0,0,2012,"-1.00118333333333333333","0.41070000000000000000","-0.4580","2.3860","null","null","null",1,3,"Bot","27.11","76.31",,,"null",,"null",,,,,,,"3.7200","1.8600","null","null","null","null","null","null",318922,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",23,"1"
"FF","2012-07-02","89.5","null","null","Anthony Rizzo",519203,462102,"home_run","hit_into_play_score",,,,,"7","Anthony Rizzo homers (2) on a fly ball to left center field.","R","L","R","ATL","CHC","X","null","fly_ball",0,0,2012,"-0.52523333333333333333","2.1765666666666667","-0.7990","2.3380","null","null","null",0,4,"Top","87.35","34.14",,,"null",,"null",,,,,,,"3.6500","1.7800","null","null","null","null","null","null",318920,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",22,"1"
"FF","2012-07-02","89.7","null","null","Brandon Moss",461235,493137,"home_run","hit_into_play_score",,,,,"5","Brandon Moss homers (9) on a fly ball to right field.    Seth Smith scores.    Derek Norris scores.","R","L","R","OAK","BOS","X","null","fly_ball",0,0,2012,"-0.45425833333333333333","0.95106666666666666667","-0.1590","2.6290","null","452234.00","519083.00",0,2,"Bot","205.82","58.23",,,"null",,"null",,,,,,,"3.3800","1.5500","null","null","null","null","null","null",318919,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",15,"1"
"FF","2012-07-02","92.0","null","null","Salvador Perez",521692,460069,"home_run","hit_into_play_score",,,,,"7","Salvador Perez homers (3) on a line drive to left field.   Jeff Francoeur scores.","R","R","L","TOR","KC","X","null","line_drive",0,0,2012,"0.21930833333333333333","0.73893333333333333333","-0.6340","2.1180","null","null","425796.00",2,2,"Top","35.14","67.27",,,"null",,"null",,,,,,,"3.4700","1.6400","null","null","null","null","null","null",318925,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",14,"1"
"FT","2012-07-02","91.5","null","null","Josh Reddick",502210,493137,"home_run","hit_into_play_score",,,,,"5","Josh Reddick homers (19) on a fly ball to right field.","R","L","R","OAK","BOS","X","null","fly_ball",0,0,2012,"-1.3393583333333333","1.4298000000000000","0.0370","2.3460","null","null","null",2,1,"Bot","226.91","73.29",,,"null",,"null",,,,,,,"3.3700","1.6400","null","null","null","null","null","null",318919,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",8,"1"
"FF","2012-07-02","93.8","null","null","Jerry Hairston",150020,456701,"home_run","hit_into_play_score",,,,,"4","Jerry Hairston homers (3) on a fly ball to left field.","R","R","R","LAD","CIN","X","null","fly_ball",1,0,2012,"-0.95386666666666666667","1.6677333333333333","-0.2930","2.0390","null","null","null",2,1,"Bot","46.18","49.20",,,"null",,"null",,,,,,,"3.2800","1.4600","null","null","null","null","null","null",318921,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",7,"2"
"CH","2012-07-02","80.9","null","null","Alexi Amarista",506560,502239,"home_run","hit_into_play_score",,,,,"2","Alexi Amarista homers (4) on a fly ball to right field.","R","L","R","ARI","SD","X","null","fly_ball",1,1,2012,"-0.92325000000000000000","0.75470000000000000000","0.0750","2.6260","null","null","null",1,1,"Top","201.81","51.20",,,"null",,"null",,,,,,,"2.9900","1.3600","null","null","null","null","null","null",318928,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",2,"3"
"FF","2012-07-01","96.2","null","null","Colby Rasmus",458675,477229,"home_run","hit_into_play_score",,,,,"9","Colby Rasmus homers (15) on a fly ball to right field.    Rajai Davis scores.    Omar Vizquel scores.","R","L","R","TOR","LAA","X","null","fly_ball",0,1,2012,"-1.5244500000000000","1.4642000000000000","0.4950","1.7750","null","434658.00","123744.00",2,9,"Bot","228.92","85.34",,,"null",,"null",,,,,,,"3.6000","1.6400","null","null","null","null","null","null",318902,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",82,"2"
"FT","2012-07-01","95.4","null","null","Drew Butera",460077,543070,"home_run","hit_into_play_score",,,,,"1","Drew Butera homers (1) on a fly ball to left field.   Justin Morneau scores.    Darin Mastroianni scores.","R","R","R","MIN","KC","X","null","fly_ball",1,0,2012,"-0.78547500000000000000","0.73606666666666666667","-0.5700","2.7290","null","408047.00","518991.00",2,8,"Bot","28.11","80.32",,,"null",,"null",,,,,,,"3.1900","1.4000","null","null","null","null","null","null",318910,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",74,"2"
"FF","2012-07-01","93.2","null","null","Mark Trumbo",444432,150188,"home_run","hit_into_play_score",,,,,"7","Mark Trumbo homers (20) on a line drive to left field.   Albert Pujols scores.","R","R","R","TOR","LAA","X","null","line_drive",1,1,2012,"-1.4994000000000000","1.24203333333333333333","-0.6840","1.9440","null","null","405395.00",1,8,"Top","51.20","52.21",,,"null",,"null",,,,,,,"3.5000","1.6200","null","null","null","null","null","null",318902,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",59,"3"
"FT","2012-07-01","88.8","null","null","Dustin Pedroia",456030,450306,"home_run","hit_into_play_score",,,,,"5","Dustin Pedroia homers (6) on a fly ball to left field.","R","R","L","SEA","BOS","X","null","fly_ball",1,0,2012,"1.0487416666666667","1.09583333333333333333","0.2600","2.5120","null","null","null",1,8,"Top","47.19","59.24",,,"null",,"null",,,,,,,"3.4600","1.5600","null","null","null","null","null","null",318904,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",58,"2"
"SL","2012-07-01","83.2","null","null","Hanley Ramirez",434670,455374,"home_run","hit_into_play_score",,,,,"7","Hanley Ramirez homers (12) on a fly ball to left field.   Jose Reyes scores.","R","R","L","MIA","PHI","X","null","fly_ball",3,2,2012,"-0.67553333333333333333","0.50100000000000000000","-0.4290","1.9290","null","408314.00","null",0,8,"Bot","49.20","54.22",,,"null",,"null",,,,,,,"3.5800","1.6300","null","null","null","null","null","null",318913,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",62,"6"
"SL","2012-07-01","84.8","null","null","Mike Trout",545361,150188,"home_run","hit_into_play_score",,,,,"3","Mike Trout homers (9) on a fly ball to center field.","R","R","R","TOR","LAA","X","null","fly_ball",2,2,2012,"-0.05624166666666666667","1.05856666666666666667","0.3750","3.4620","null","null","null",0,8,"Top","103.41","22.09",,,"null",,"null",,,,,,,"3.4300","1.6100","null","null","null","null","null","null",318902,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",56,"5"
"FF","2012-07-01","93.4","null","null","Jason Kubel",430585,408061,"home_run","hit_into_play_score",,,,,"11","Jason Kubel homers (12) on a fly ball to left center field.","R","L","R","MIL","ARI","X","null","fly_ball",0,0,2012,"-0.55306666666666666667","1.5430333333333333","-1.0580","2.5410","null","null","null",0,8,"Top","86.35","34.14",,,"null",,"null",,,,,,,"3.3700","1.6200","null","null","null","null","null","null",318903,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",57,"1"
"FC","2012-07-01","86.9","null","null","J.P. Arencibia",450317,116414,"home_run","hit_into_play_score",,,,,"8","J.  P.   Arencibia homers (11) on a fly ball to left field.","R","R","R","TOR","LAA","X","null","fly_ball",0,0,2012,"0.41970833333333333333","0.53253333333333333333","0.0440","1.7970","null","null","null",1,7,"Bot","56.22","44.18",,,"null",,"null",,,,,,,"3.5100","1.6200","null","null","null","null","null","null",318902,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",53,"1"
"SL","2012-07-01","84.3","null","null","Trevor Plouffe",461858,136600,"home_run","hit_into_play_score",,,,,"1","Trevor Plouffe homers (18) on a fly ball to left field.","R","R","L","MIN","KC","X","null","fly_ball",0,0,2012,"-0.16200833333333333333","0.75183333333333333333","-0.7590","2.8860","null","null","null",2,6,"Bot","30.12","55.22",,,"null",,"null",,,,,,,"3.2200","1.4900","null","null","null","null","null","null",318910,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",54,"1"
"CH","2012-07-01","78.5","null","null","Josh Willingham",425545,136600,"home_run","hit_into_play_score",,,,,"12","Josh Willingham homers (17) on a fly ball to left center field.   Jamey Carroll scores.    Joe Mauer scores.","R","R","L","MIN","KC","X","null","fly_ball",2,2,2012,"1.1071916666666667","1.00123333333333333333","0.8440","2.4670","null","425206.00","408045.00",1,6,"Bot","81.33","30.12",,,"null",,"null",,,,,,,"3.2500","1.5300","null","null","null","null","null","null",318910,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"5"
"FT","2012-07-01","94.6","null","null","Freddie Freeman",518692,461829,"home_run","hit_into_play_score",,,,,"5","Freddie Freeman homers (10) on a fly ball to right center field.    Chipper Jones scores.    Dan Uggla scores.","R","L","L","ATL","WSH","X","null","fly_ball",2,2,2012,"1.1503333333333333","1.12880000000000000000","0.0900","3.0500","null","116706.00","462564.00",0,6,"Bot","162.65","23.09",,,"null",,"null",,,,,,,"3.7000","1.8300","null","null","null","null","null","null",318916,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",52,"5"
"FF","2012-07-01","89.2","null","null","Brandon Moss",461235,506433,"home_run","hit_into_play_score",,,,,"4","Brandon Moss homers (8) on a fly ball to right field.","R","L","R","TEX","OAK","X","null","fly_ball",0,0,2012,"-0.55167500000000000000","1.6734666666666667","-0.6620","2.4180","null","null","null",0,7,"Top","227.91","64.26",,,"null",,"null",,,,,,,"3.4700","1.5500","null","null","null","null","null","null",318912,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",46,"1"
"CU","2012-07-01","74.9","null","null","Ryan Zimmerman",475582,218596,"home_run","hit_into_play_score",,,,,"5","Ryan Zimmerman homers (6) on a fly ball to left field.","R","R","R","ATL","WSH","X","null","fly_ball",1,1,2012,"0.9596750000000000","-0.19846666666666666667","-0.2200","2.3800","null","null","null",1,5,"Top","24.10","46.18",,,"null",,"null",,,,,,,"3.4700","1.5200","null","null","null","null","null","null",318916,"null","null","null","null","null","null","null","null","null","null","null","null","2.00",1,0,3,"null",39,"3"
